Date,2020-11-25 14:00:57
Filename,STFMK-20201105-LW19-3184_20201125_140057_004.dat
Data Label,정상
Label_No,00
Motor Spec,L-PAHU-03S, 1760,55, 105.3,
Period,3SEC
Sample Rate,4000
0.811,-0.0128802024,
0.81125,-0.0123236924,
0.8115,0.0052804821,
0.81175,-0.0109190792,
0.812,0.0015718977,
0.81225,-0.0021768422,
0.8125,0.0032868432,
0.81275,-0.0117955171,
0.813,0.0165010262,
0.81325,-0.0062443684,
0.8135,0.0067719840,
0.81375,0.0222860724,
0.814,-0.0024703916,
0.81425,0.0010997461,
0.8145,0.0136476485,
0.81475,-0.0039095944,
0.815,-0.0031171052,
0.81525,-0.0082350811,
0.8155,-0.0095796501,
0.81575,-0.0181023888,
0.816,-0.0155093111,
0.81625,-0.0136156054,
0.8165,-0.0066348440,
0.81675,-0.0092194723,
0.817,-0.0186186135,
0.81725,-0.0098179709,
0.8175,0.0036467742,
0.81775,0.0214303061,
0.818,-0.0063860980,
0.81825,0.0052529741,
0.8185,0.0033723062,
0.81875,0.0072102179,
0.819,-0.0127486838,
0.81925,-0.0068756193,
0.8195,0.0085816542,
0.81975,0.0090584084,
0.82,-0.0147309527,
0.82025,-0.0015648569,
0.8205,0.0064239316,
0.82075,-0.0121812783,
0.821,-0.0113350758,
0.82125,-0.0220489223,
0.8215,-0.0104547832,
0.82175,-0.0158664510,
0.822,-0.0116566764,
0.82225,-0.0007717845,
0.8225,-0.0068815742,
0.82275,-0.0029791039,
0.823,-0.0040188162,
0.82325,-0.0109344237,
0.8235,-0.0052067409,
0.82375,-0.0026460367,
0.824,-0.0096604554,
0.82425,-0.0393597856,
0.8245,0.0010133864,
0.82475,-0.0052152206,
0.825,0.0020767476,
0.82525,-0.0120025082,
0.8255,-0.0108904932,
0.82575,-0.0088307699,
0.826,-0.0398830175,
0.82625,-0.0259279124,
0.8265,0.0016903440,
0.82675,-0.0039501702,
0.827,-0.0177994706,
0.82725,0.0105625000,
0.8275,0.0101364041,
0.82775,-0.0310460646,
0.828,-0.0093255760,
0.82825,-0.0128233898,
0.8285,-0.0033617010,
0.82875,-0.0044699623,
0.829,0.0139888264,
0.82925,-0.0004905138,
0.8295,0.0146016749,
0.82975,-0.0077397097,
0.83,-0.0257579200,
0.83025,-0.0021937371,
0.8305,0.0066041406,
0.83075,0.0126512758,
0.831,-0.0134392418,
0.83125,0.0093531227,
0.8315,0.0122214966,
0.83175,0.0073736813,
0.832,-0.0233571604,
0.83225,-0.0101930555,
0.8325,-0.0260915272,
0.83275,-0.0354730301,
0.833,-0.0219296440,
0.83325,-0.0038088905,
0.8335,-0.0062537398,
0.83375,-0.0089126537,
0.834,-0.0027976083,
0.83425,-0.0061269174,
0.8345,0.0031101825,
0.83475,-0.0137035372,
0.835,-0.0363342948,
0.83525,-0.0098617729,
0.8355,0.0108315889,
0.83575,-0.0137788337,
0.836,-0.0085360352,
0.83625,-0.0045621893,
0.8365,-0.0049658855,
0.83675,-0.0117888562,
0.837,-0.0237556919,
0.83725,0.0066740075,
0.8375,-0.0184965655,
0.83775,-0.0242644195,
0.838,0.0031564869,
0.83825,0.0249298122,
0.8385,0.0013693470,
0.83875,-0.0043934435,
0.839,0.0102159157,
0.83925,0.0061071096,
0.8395,0.0068102721,
0.83975,-0.0014635955,
0.84,0.0237989575,
0.84025,0.0129004549,
0.8405,0.0183329750,
0.84075,-0.0056361277,
0.841,0.0137427086,
0.84125,0.0088701099,
0.8415,0.0192214176,
0.84175,-0.0036733502,
0.842,0.0071867006,
0.84225,0.0108538559,
0.8425,0.0012532123,
0.84275,-0.0184955299,
0.843,0.0139535135,
0.84325,0.0062503312,
0.8435,-0.0042452877,
0.84375,-0.0137584172,
0.844,0.0054625818,
0.84425,0.0117982095,
0.8445,0.0237882715,
0.84475,0.0012037939,
0.845,-0.0015715158,
0.84525,0.0160322171,
0.8455,0.0073947348,
0.84575,0.0030534274,
0.846,0.0101167280,
0.84625,0.0153170908,
0.8465,0.0100870049,
0.84675,0.0032574984,
0.847,0.0017570197,
0.84725,0.0049731643,
0.8475,0.0075241728,
0.84775,-0.0273196772,
0.848,0.0035081527,
0.84825,0.0095689921,
0.8485,0.0018104028,
0.84875,-0.0114750015,
0.849,-0.0024583880,
0.84925,0.0081872167,
0.8495,-0.0010563800,
0.84975,0.0029214104,
0.85,0.0215110164,
0.85025,0.0161066316,
0.8505,-0.0001321723,
0.85075,0.0169924311,
0.851,0.0218022522,
0.85125,0.0076640886,
0.8515,0.0138452603,
0.85175,0.0178974979,
0.852,0.0149745913,
0.85225,0.0254261903,
0.8525,0.0024426880,
0.85275,-0.0015479479,
0.853,0.0152095817,
0.85325,0.0040709032,
0.8535,-0.0021934663,
0.85375,0.0029717281,
0.854,0.0176020544,
0.85425,0.0117363445,
0.8545,-0.0157667212,
0.85475,-0.0069663152,
0.855,0.0219981819,
0.85525,0.0139224827,
0.8555,0.0073634936,
0.85575,0.0042937351,
0.856,0.0195473693,
0.85625,0.0049659791,
0.8565,0.0036875319,
0.85675,-0.0042619761,
0.857,0.0084334370,
0.85725,0.0066537224,
0.8575,0.0037528095,
0.85775,0.0010440737,
0.858,-0.0000078465,
0.85825,0.0078319144,
0.8585,-0.0160955582,
0.85875,-0.0007479414,
0.859,0.0176520552,
0.85925,0.0086505776,
0.8595,0.0020654760,
0.85975,0.0023674564,
0.86,-0.0031403536,
0.86025,0.0077417172,
0.8605,-0.0078664767,
0.86075,-0.0098577403,
0.861,0.0167364608,
0.86125,0.0060259886,
0.8615,-0.0012153926,
0.86175,0.0136163319,
0.862,0.0332225524,
0.86225,0.0085521480,
0.8625,0.0070542060,
0.86275,0.0290987156,
0.863,0.0175407678,
0.86325,0.0090986602,
0.8635,-0.0009194489,
0.86375,-0.0130610866,
0.864,0.0025327213,
0.86425,-0.0030791685,
0.8645,-0.0117135476,
0.86475,0.0057166279,
0.865,-0.0020134952,
0.86525,0.0087313121,
0.8655,0.0114078866,
0.86575,-0.0026560007,
0.866,0.0051101996,
0.86625,0.0243190415,
0.8665,0.0098267570,
0.86675,0.0052917069,
0.867,0.0236187596,
0.86725,0.0234246701,
0.8675,-0.0168734491,
0.86775,-0.0071863784,
0.868,0.0174140297,
0.86825,-0.0102229686,
0.8685,-0.0172896422,
0.86875,0.0043825074,
0.869,0.0033790341,
0.86925,-0.0206194725,
0.8695,-0.0055509880,
0.86975,-0.0002021357,
0.87,-0.0113062663,
0.87025,0.0016175187,
0.8705,-0.0015621588,
0.87075,-0.0001790608,
0.871,-0.0017351382,
0.87125,0.0052411500,
0.8715,0.0078657027,
0.87175,0.0087507488,
0.872,0.0095044123,
0.87225,0.0019965866,
0.8725,0.0156317204,
0.87275,0.0117612174,
0.873,0.0247465167,
0.87325,0.0009981293,
0.8735,-0.0014787238,
0.87375,0.0198633410,
0.874,0.0120992903,
0.87425,-0.0056078434,
0.8745,0.0055214148,
0.87475,-0.0002287121,
0.875,-0.0213331282,
0.87525,-0.0414001383,
0.8755,-0.0192914885,
0.87575,0.0039875819,
0.876,-0.0037957178,
0.87625,-0.0009951765,
0.8765,0.0035544008,
0.87675,0.0119424351,
0.877,0.0098741632,
0.87725,-0.0070335134,
0.8775,-0.0133150993,
0.87775,0.0019434834,
0.878,0.0016587881,
0.87825,-0.0092541482,
0.8785,0.0082289418,
0.87875,0.0157636255,
0.879,0.0043895710,
0.87925,-0.0071105054,
0.8795,-0.0046552457,
0.87975,-0.0035793423,
0.88,-0.0146853747,
0.88025,-0.0126493182,
0.8805,-0.0040814593,
0.88075,0.0008404853,
0.881,0.0060133804,
0.88125,-0.0109051112,
0.8815,0.0043295422,
0.88175,-0.0000637490,
0.882,0.0073694820,
0.88225,0.0003140310,
0.8825,0.0128410896,
0.88275,0.0138749545,
0.883,0.0117529016,
0.88325,-0.0104538072,
0.8835,0.0204728246,
0.88375,0.0159113780,
0.884,0.0068507642,
0.88425,0.0091812210,
0.8845,0.0084605012,
0.88475,0.0248286799,
0.885,0.0110115753,
0.88525,-0.0080358591,
0.8855,-0.0032412633,
0.88575,0.0086693633,
0.886,-0.0155910105,
0.88625,-0.0109015424,
0.8865,0.0007686564,
0.88675,0.0008016072,
0.887,-0.0000115089,
0.88725,0.0140370131,
0.8875,0.0028129993,
0.88775,0.0110537568,
0.888,0.0108525604,
0.88825,0.0052937265,
0.8885,-0.0025596900,
0.88875,0.0189841054,
0.889,0.0024082540,
0.88925,0.0065226350,
0.8895,0.0015082163,
0.88975,0.0033952598,
0.89,-0.0029774930,
0.89025,0.0011710622,
0.8905,-0.0230471138,
0.89075,0.0096184621,
0.891,-0.0196194742,
0.89125,-0.0238762163,
0.8915,0.0100673158,
0.89175,0.0143070659,
0.892,-0.0163336862,
0.89225,-0.0054041408,
0.8925,0.0102488082,
0.89275,-0.0118645085,
0.893,0.0003309139,
0.89325,0.0216761939,
0.8935,0.0208506323,
0.89375,0.0012552426,
0.894,0.0215048809,
0.89425,0.0052004270,
0.8945,0.0251441263,
0.89475,0.0153481299,
0.895,-0.0006411177,
0.89525,-0.0054973322,
0.8955,0.0134808430,
0.89575,-0.0059928223,
0.896,-0.0078819199,
0.89625,-0.0020188568,
0.8965,-0.0065584318,
0.89675,-0.0074855476,
0.897,-0.0203334186,
0.89725,-0.0085844956,
0.8975,0.0168323722,
0.89775,0.0125407781,
0.898,-0.0012030941,
0.89825,0.0120138060,
0.8985,0.0072931782,
0.89875,0.0153403552,
0.899,-0.0084081218,
0.89925,0.0076596974,
0.8995,0.0056440826,
0.89975,0.0001909304,
0.9,-0.0126198381,
0.90025,0.0018821761,
0.9005,0.0054809712,
0.90075,-0.0129613802,
0.901,-0.0014150378,
0.90125,0.0055119516,
0.9015,-0.0116085596,
0.90175,-0.0195733644,
0.902,-0.0043870192,
0.90225,-0.0008140421,
0.9025,-0.0014570840,
0.90275,0.0007363701,
0.903,-0.0018551432,
0.90325,0.0052560652,
0.9035,0.0090710176,
0.90375,0.0176155400,
0.904,-0.0005643257,
0.90425,0.0126064532,
0.9045,0.0097161792,
0.90475,-0.0023250836,
0.905,-0.0059707044,
0.90525,0.0162632167,
0.9055,0.0053493381,
0.90575,-0.0057438458,
0.906,-0.0071497364,
0.90625,0.0016628634,
0.9065,0.0074291751,
0.90675,-0.0121999010,
0.907,-0.0092081875,
0.90725,-0.0062373835,
0.9075,-0.0035007657,
0.90775,-0.0213453211,
0.908,-0.0045460365,
0.90825,0.0160002690,
0.9085,0.0111976126,
0.90875,-0.0052621178,
0.909,0.0085987672,
0.90925,0.0058633406,
0.9095,-0.0008702413,
0.90975,0.0037407354,
0.91,0.0077089276,
0.91025,-0.0160280410,
0.9105,-0.0077374261,
0.91075,-0.0034382546,
0.911,-0.0042870422,
0.91125,-0.0085630193,
0.9115,-0.0010981064,
0.91175,-0.0109138349,
0.912,-0.0096214348,
0.91225,-0.0095259082,
0.9125,0.0054857498,
0.91275,-0.0176624153,
0.913,-0.0038951214,
0.91325,0.0081564728,
0.9135,-0.0107372943,
0.91375,-0.0479196459,
0.914,-0.0101116877,
0.91425,-0.0087137949,
0.9145,-0.0092618754,
0.91475,-0.0261607468,
0.915,-0.0076265074,
0.91525,0.0065319641,
0.9155,-0.0046783369,
0.91575,-0.0099937003,
0.916,-0.0098868730,
0.91625,0.0124567710,
0.9165,0.0017739938,
0.91675,-0.0090077333,
0.917,-0.0023211208,
0.91725,0.0084473714,
0.9175,-0.0074782679,
0.91775,-0.0152191874,
0.918,-0.0038695890,
0.91825,-0.0260046888,
0.9185,-0.0102701457,
0.91875,-0.0203878991,
0.919,-0.0097258827,
0.91925,-0.0087948283,
0.9195,-0.0013581944,
0.91975,-0.0109897368,
0.92,-0.0025035350,
0.92025,-0.0005161406,
0.9205,0.0031096695,
0.92075,0.0015138766,
0.921,-0.0029817026,
0.92125,-0.0001190044,
0.9215,0.0028077953,
0.92175,-0.0206708312,
0.922,-0.0110229049,
0.92225,-0.0060454151,
0.9225,-0.0189192109,
0.92275,-0.0216166154,
0.923,-0.0073611848,
0.92325,-0.0007093474,
0.9235,-0.0283674877,
0.92375,-0.0024139576,
0.924,0.0032654176,
0.92425,0.0010082066,
0.9245,-0.0028935377,
0.92475,-0.0077199978,
0.925,-0.0094842231,
0.92525,0.0047727088,
0.9255,-0.0089972978,
0.92575,-0.0018563248,
0.926,0.0012385437,
0.92625,-0.0102286395,
0.9265,0.0021616670,
0.92675,-0.0094142668,
0.927,0.0041587679,
0.92725,0.0080676451,
0.9275,0.0152062206,
0.92775,-0.0148132714,
0.928,0.0122730331,
0.92825,0.0012140195,
0.9285,-0.0164493881,
0.92875,-0.0219364371,
0.929,0.0000324637,
0.92925,0.0041616340,
0.9295,-0.0149308620,
0.92975,0.0024613456,
0.93,-0.0098808901,
0.93025,-0.0014748437,
0.9305,0.0058089048,
0.93075,-0.0037338503,
0.931,0.0089880954,
0.93125,0.0096255587,
0.9315,-0.0043747304,
0.93175,-0.0089025814,
0.932,0.0054308716,
0.93225,0.0065398728,
0.9325,0.0014364306,
0.93275,-0.0201665685,
0.933,0.0029089800,
0.93325,-0.0120761609,
0.9335,-0.0113050593,
0.93375,-0.0208555199,
0.934,0.0127682351,
0.93425,-0.0069180941,
0.9345,-0.0253286958,
0.93475,-0.0179937147,
0.935,0.0027848480,
0.93525,0.0050128116,
0.9355,-0.0015965815,
0.93575,-0.0088544507,
0.936,-0.0056776581,
0.93625,0.0089414101,
0.9365,0.0058522746,
0.93675,0.0135601275,
0.937,0.0119368508,
0.93725,0.0101875011,
0.9375,-0.0082196146,
0.93775,0.0175490268,
0.938,0.0005499338,
0.93825,0.0347288251,
0.9385,-0.0076293503,
0.93875,-0.0309661925,
0.939,0.0152607933,
0.93925,-0.0002059743,
0.9395,-0.0054911878,
0.93975,-0.0015605876,
0.94,0.0096219769,
0.94025,0.0085824179,
0.9405,-0.0110140294,
0.94075,-0.0011001701,
0.941,0.0178560410,
0.94125,0.0017118314,
0.9415,0.0040266113,
0.94175,0.0187488757,
0.942,0.0140603809,
0.94225,0.0103362733,
0.9425,0.0078961551,
0.94275,0.0106198732,
0.943,0.0115034003,
0.94325,0.0149012543,
0.9435,0.0045311516,
0.94375,0.0058740261,
0.944,0.0015610720,
0.94425,0.0070887627,
0.9445,-0.0166554414,
0.94475,-0.0221379753,
0.945,-0.0263008177,
0.94525,-0.0360319875,
0.9455,-0.0373386256,
0.94575,-0.0109452698,
0.946,0.0095154913,
0.94625,-0.0114279576,
0.9465,-0.0005400473,
0.94675,0.0217157081,
0.947,0.0116803143,
0.94725,0.0137868533,
0.9475,0.0209753178,
0.94775,0.0171994157,
0.948,0.0115065873,
0.94825,0.0079414584,
0.9485,-0.0087431893,
0.94875,0.0198576935,
0.949,0.0082061328,
0.94925,0.0109200077,
0.9495,-0.0000087789,
0.94975,0.0138347456,
0.95,0.0076494231,
0.95025,0.0023407771,
0.9505,-0.0087395422,
0.95075,0.0239530932,
0.951,0.0005533339,
0.95125,-0.0020390428,
0.9515,0.0119431186,
0.95175,-0.0076380922,
0.952,0.0075301956,
0.95225,0.0051141973,
0.9525,-0.0096815182,
0.95275,-0.0017183600,
0.953,0.0051224390,
0.95325,0.0018396750,
0.9535,-0.0026232414,
0.95375,0.0148580326,
0.954,-0.0040661055,
0.95425,-0.0016687444,
0.9545,0.0044552581,
0.95475,0.0238005891,
0.955,-0.0116291214,
0.95525,-0.0157258306,
0.9555,-0.0102040190,
0.95575,-0.0097261239,
0.956,-0.0126992716,
0.95625,-0.0079823621,
0.9565,0.0010680855,
0.95675,0.0052319197,
0.957,0.0026181950,
0.95725,-0.0020201385,
0.9575,0.0119191986,
0.95775,0.0078717768,
0.958,-0.0008328247,
0.95825,-0.0000528042,
0.9585,0.0071458267,
0.95875,0.0147897620,
0.959,0.0003212992,
0.95925,-0.0022382631,
0.9595,0.0093781967,
0.95975,-0.0052440213,
0.96,0.0107311998,
0.96025,-0.0207391586,
0.9605,-0.0149983577,
0.96075,-0.0092794914,
0.961,-0.0121211251,
0.96125,-0.0242344700,
0.9615,-0.0037010969,
0.96175,0.0136501342,
0.962,-0.0147387180,
0.96225,0.0007847364,
0.9625,0.0025501968,
0.96275,0.0040561329,
0.963,0.0096545378,
0.96325,0.0026647472,
0.9635,-0.0004809580,
0.96375,0.0071107093,
0.964,-0.0013409499,
0.96425,-0.0030697964,
0.9645,0.0065270322,
0.96475,0.0071539804,
0.965,-0.0077144299,
0.96525,-0.0139133623,
0.9655,-0.0041768756,
0.96575,-0.0105387028,
0.966,-0.0309758075,
0.96625,-0.0093416665,
0.9665,-0.0133366883,
0.96675,-0.0200077705,
0.967,-0.0289924741,
0.96725,0.0000963723,
0.9675,-0.0096614612,
0.96775,-0.0012514262,
0.968,0.0045614042,
0.96825,-0.0064530461,
0.9685,0.0125197321,
0.96875,0.0195012912,
0.969,-0.0139924325,
0.96925,0.0073080761,
0.9695,0.0180049147,
0.96975,0.0139816832,
0.97,-0.0060780956,
0.97025,0.0222971439,
0.9705,0.0143811554,
0.97075,0.0147181135,
0.971,0.0054903086,
0.97125,-0.0128596658,
0.9715,-0.0037755482,
0.97175,0.0041094716,
0.972,-0.0170655660,
0.97225,-0.0314828828,
0.9725,-0.0130748618,
0.97275,-0.0046147411,
0.973,-0.0156593658,
0.97325,-0.0136863217,
0.9735,0.0043514557,
0.97375,0.0043155961,
0.974,-0.0063329120,
0.97425,0.0167347323,
0.9745,0.0159974769,
0.97475,0.0265752673,
0.975,-0.0011769581,
0.97525,-0.0078749862,
0.9755,0.0013468615,
0.97575,-0.0077687674,
0.976,-0.0058510816,
0.97625,0.0032512704,
0.9765,-0.0018057213,
0.97675,-0.0121329734,
0.977,-0.0100493450,
0.97725,0.0014581529,
0.9775,-0.0068633044,
0.97775,-0.0014498641,
0.978,0.0054973355,
0.97825,0.0109197553,
0.9785,0.0224543940,
0.97875,0.0162339192,
0.979,-0.0064991391,
0.97925,0.0100468807,
0.9795,0.0262837037,
0.97975,0.0030307097,
0.98,0.0078472821,
0.98025,0.0180810113,
0.9805,0.0168502498,
0.98075,-0.0168352593,
0.981,0.0046455343,
0.98125,0.0132049713,
0.9815,0.0053864461,
0.98175,0.0093744732,
0.982,0.0079177348,
0.98225,0.0082490230,
0.9825,0.0123800151,
0.98275,0.0084185367,
0.983,-0.0089680264,
0.98325,0.0047917939,
0.9835,0.0126312356,
0.98375,0.0084529649,
0.984,0.0020335163,
0.98425,0.0148588829,
0.9845,0.0133530274,
0.98475,0.0120595396,
0.985,-0.0088709919,
0.98525,0.0155905643,
0.9855,0.0151362941,
0.98575,-0.0075567579,
0.986,0.0092555527,
0.98625,0.0178574231,
0.9865,0.0022872016,
0.98675,0.0081952736,
0.987,0.0003513241,
0.98725,0.0023252538,
0.9875,-0.0080812937,
0.98775,-0.0217805989,
0.988,-0.0162125919,
0.98825,0.0291692261,
0.9885,0.0106341401,
0.98875,-0.0089437338,
0.989,0.0077168364,
0.98925,0.0208825544,
0.9895,0.0037150090,
0.98975,0.0107661448,
0.99,0.0167719852,
0.99025,0.0116323205,
0.9905,0.0245514158,
0.99075,-0.0051845377,
0.991,0.0034445024,
0.99125,0.0211515799,
0.9915,0.0233096890,
0.99175,-0.0040936535,
0.992,0.0151491705,
0.99225,0.0314276777,
0.9925,0.0156139322,
0.99275,0.0019807531,
0.993,0.0218362175,
0.99325,0.0248198602,
0.9935,0.0034591472,
0.99375,-0.0086302357,
0.994,-0.0107251992,
0.99425,0.0076053729,
0.9945,0.0032262879,
0.99475,-0.0177678950,
0.995,0.0074150045,
0.99525,0.0063475776,
0.9955,0.0016504403,
0.99575,0.0092671523,
0.996,0.0017729071,
0.99625,0.0064992574,
0.9965,-0.0126080513,
0.99675,-0.0005693162,
0.997,0.0013694750,
0.99725,0.0006768302,
0.9975,-0.0034307118,
0.99775,-0.0228194166,
0.998,-0.0027994241,
0.99825,-0.0065807160,
0.9985,-0.0330554023,
0.99875,0.0062828511,
0.999,-0.0073773605,
0.99925,0.0004353768,
0.9995,0.0001214345,
0.99975,-0.0167097449,
1,0.0085372375,
1.00025,0.0076256255,
1.0005,-0.0040670303,
1.00075,-0.0180348698,
1.001,0.0178289209,
1.00125,0.0042534936,
1.0015,-0.0205853414,
1.00175,0.0024758966,
1.002,0.0011885948,
1.00225,-0.0011619901,
1.0025,-0.0061021321,
1.00275,-0.0016762143,
1.003,0.0014979057,
1.00325,0.0118115544,
1.0035,0.0020873463,
1.00375,-0.0208087526,
1.004,-0.0128827207,
1.00425,0.0056826053,
1.0045,-0.0140534770,
1.00475,-0.0204558019,
1.005,-0.0002326094,
1.00525,-0.0062633301,
1.0055,-0.0082671614,
1.00575,-0.0036050263,
1.006,-0.0041641239,
1.00625,-0.0025932929,
1.0065,0.0023873062,
1.00675,-0.0046098987,
1.007,-0.0001478513,
1.00725,0.0073711486,
1.0075,0.0004260814,
1.00775,-0.0031172906,
1.008,0.0042787036,
1.00825,-0.0171018057,
1.0085,-0.0274521466,
1.00875,-0.0276044570,
1.009,-0.0074505098,
1.00925,-0.0103516607,
1.0095,-0.0238847826,
1.00975,-0.0187743176,
1.01,-0.0037392823,
1.01025,-0.0153414309,
1.0105,-0.0112134758,
1.01075,-0.0014018626,
1.011,-0.0034032585,
1.01125,-0.0065369122,
1.0115,-0.0028591512,
1.01175,-0.0043929000,
1.012,-0.0148453331,
1.01225,-0.0073329350,
1.0125,-0.0122404676,
1.01275,-0.0084351981,
1.013,0.0153181180,
1.01325,0.0032305622,
1.0135,-0.0170590281,
1.01375,0.0002544028,
1.014,0.0120108752,
1.01425,-0.0027548752,
1.0145,-0.0080882516,
1.01475,-0.0046431362,
1.015,-0.0047782613,
1.01525,-0.0118512213,
1.0155,-0.0219370257,
1.01575,0.0010670478,
1.016,0.0062464261,
1.01625,-0.0063359942,
1.0165,-0.0027541821,
1.01675,-0.0079567656,
1.017,0.0094059343,
1.01725,-0.0007676135,
1.0175,-0.0032930491,
1.01775,-0.0062253890,
1.018,0.0014601110,
1.01825,-0.0048518879,
1.0185,0.0018412323,
1.01875,0.0040685795,
1.019,0.0010116547,
1.01925,-0.0118509363,
1.0195,-0.0183276888,
1.01975,-0.0121127628,
1.02,0.0023010941,
1.02025,-0.0126237096,
1.0205,-0.0245768763,
1.02075,-0.0101401079,
1.021,-0.0003218511,
1.02125,-0.0111463098,
1.0215,-0.0134287644,
1.02175,-0.0003088764,
1.022,0.0113230301,
1.02225,0.0024856089,
1.0225,-0.0018677349,
1.02275,0.0179328751,
1.023,0.0071286717,
1.02325,-0.0020075548,
1.0235,0.0089880535,
1.02375,0.0114111304,
1.024,0.0091830445,
1.02425,0.0010707931,
1.0245,-0.0130910240,
1.02475,-0.0033836416,
1.025,0.0044422522,
1.02525,-0.0119556468,
1.0255,-0.0102634188,
1.02575,-0.0164260492,
1.026,-0.0116918096,
1.02625,-0.0196692534,
1.0265,-0.0013358885,
1.02675,0.0111505436,
1.027,0.0039875209,
1.02725,0.0110980626,
1.0275,0.0043446966,
1.02775,0.0110588558,
1.028,0.0118611492,
1.02825,0.0162991565,
1.0285,-0.0025192271,
1.02875,0.0001615505,
1.029,0.0069589256,
1.02925,0.0063063549,
1.0295,0.0008904616,
1.02975,0.0056854142,
1.03,-0.0092762290,
1.03025,-0.0026039509,
1.0305,-0.0025231135,
1.03075,0.0103725474,
1.031,0.0113996100,
1.03125,-0.0053224247,
1.0315,0.0200828873,
1.03175,0.0114373267,
1.032,0.0037362494,
1.03225,-0.0046106679,
1.0325,0.0132462010,
1.03275,-0.0020816051,
1.033,0.0035412281,
1.03325,0.0084226103,
1.0335,0.0054375092,
1.03375,0.0060027647,
1.034,0.0037462530,
1.03425,0.0040843547,
1.0345,0.0057460140,
1.03475,0.0259916112,
1.035,0.0164769925,
1.03525,0.0110567734,
1.0355,0.0191912875,
1.03575,0.0225080401,
1.036,0.0246763509,
1.03625,-0.0073091555,
1.0365,-0.0420317762,
1.03675,0.0181648713,
1.037,-0.0225311499,
1.03725,-0.0246382542,
1.0375,0.0016534850,
1.03775,0.0119763231,
1.038,0.0078745447,
1.03825,0.0069970568,
1.0385,0.0186084379,
1.03875,0.0167171899,
1.039,-0.0059662010,
1.03925,0.0109771024,
1.0395,0.0081240525,
1.03975,-0.0036478876,
1.04,0.0121032866,
1.04025,-0.0162405558,
1.0405,0.0026052459,
1.04075,-0.0023234349,
1.041,-0.0172555279,
1.04125,-0.0103976689,
1.0415,-0.0053611635,
1.04175,-0.0142284371,
1.042,-0.0303204991,
1.04225,-0.0333940312,
1.0425,-0.0023221204,
1.04275,-0.0083072316,
1.043,-0.0079136686,
1.04325,-0.0124220513,
1.0435,0.0137747908,
1.04375,0.0126192905,
1.044,0.0080055781,
1.04425,0.0006659130,
1.0445,0.0172469467,
1.04475,0.0052604130,
1.045,-0.0047162576,
1.04525,0.0051214225,
1.0455,0.0132587329,
1.04575,0.0068429280,
1.046,0.0122515820,
1.04625,0.0025285655,
1.0465,0.0087402668,
1.04675,0.0071434961,
1.047,-0.0114090350,
1.04725,-0.0191960968,
1.0475,-0.0111349309,
1.04775,-0.0068888161,
1.048,-0.0330406614,
1.04825,0.0069795605,
1.0485,0.0012112408,
1.04875,-0.0077039190,
1.049,0.0087880660,
1.04925,0.0117526054,
1.0495,0.0000670017,
1.04975,0.0180364959,
1.05,0.0084800683,
1.05025,-0.0049290881,
1.0505,-0.0007767649,
1.05075,0.0073490501,
1.051,0.0034012208,
1.05125,-0.0030934326,
1.0515,0.0095786070,
1.05175,-0.0142375715,
1.052,-0.0318384096,
1.05225,-0.0228942260,
1.0525,-0.0089592934,
1.05275,-0.0151013304,
1.053,-0.0372131653,
1.05325,0.0037377817,
1.0535,0.0027905006,
1.05375,-0.0123556983,
1.054,-0.0156765599,
1.05425,-0.0013222343,
1.0545,-0.0097960755,
1.05475,0.0069902600,
1.055,0.0006658287,
1.05525,0.0160316955,
1.0555,0.0071261367,
1.05575,-0.0000928876,
1.056,-0.0015972239,
1.05625,0.0093262251,
1.0565,-0.0165697616,
1.05675,0.0086740116,
1.057,-0.0187643133,
1.05725,-0.0455539748,
1.0575,0.0137817590,
1.05775,0.0082465559,
1.058,-0.0144043565,
1.05825,-0.0045553665,
1.0585,0.0239458140,
1.05875,-0.0001012513,
1.059,-0.0004208174,
1.05925,0.0134088024,
1.0595,0.0068824897,
1.05975,0.0069167903,
1.06,0.0157843921,
1.06025,0.0100524258,
1.0605,0.0045482190,
1.06075,0.0097472873,
1.061,0.0069159362,
1.06125,-0.0041705412,
1.0615,0.0139247701,
1.06175,-0.0011579166,
1.062,-0.0057477606,
1.06225,0.0144325309,
1.0625,0.0126010133,
1.06275,-0.0267333332,
1.063,-0.0006550967,
1.06325,0.0050075119,
1.0635,0.0032627210,
1.06375,-0.0262890477,
1.064,0.0004517161,
1.06425,0.0002148895,
1.0645,0.0154070640,
1.06475,0.0030818721,
1.065,0.0081477389,
1.06525,0.0147073679,
1.0655,0.0155836418,
1.06575,0.0061385762,
1.066,0.0093804616,
1.06625,0.0260032788,
1.0665,0.0149176605,
1.06675,0.0085972846,
1.067,0.0189924333,
1.06725,0.0330462344,
1.0675,0.0133670960,
1.06775,0.0135092521,
1.068,-0.0004574773,
1.06825,0.0192963332,
1.0685,-0.0029729847,
1.06875,-0.0001618128,
1.069,-0.0015041386,
1.06925,0.0210234877,
1.0695,-0.0060713114,
1.06975,-0.0204111673,
1.07,0.0103743114,
1.07025,0.0167949200,
1.0705,0.0180152077,
1.07075,0.0136354007,
1.071,0.0268931128,
1.07125,0.0331749879,
1.0715,0.0197682157,
1.07175,0.0045989212,
1.072,0.0247591250,
1.07225,0.0191245805,
1.0725,0.0126353726,
1.07275,0.0032424077,
1.073,0.0118020540,
1.07325,0.0163020324,
